age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,class
31,2,101562,9,13,4,11,1,4,0,0,0,50,38,1
67,2,126361,1,7,2,7,0,2,1,0,0,9,38,1
41,3,64506,11,9,2,4,0,4,1,0,0,50,38,0
39,1,249392,12,14,2,9,0,4,1,0,0,72,38,0
26,2,18827,15,10,4,13,1,4,1,0,0,40,38,0
57,2,73411,15,10,2,2,0,4,1,0,0,40,38,1
30,2,205659,7,12,2,3,5,4,0,0,0,50,36,1
41,4,178510,9,13,0,11,1,4,1,0,0,45,38,0
52,4,44728,15,10,2,11,0,4,1,0,0,55,38,1
66,4,183249,9,13,2,9,0,4,1,0,0,20,38,1
35,2,37314,15,10,2,2,0,4,1,5013,0,40,38,0
41,2,59938,11,9,0,0,4,4,0,0,0,43,38,0
39,2,301070,9,13,2,3,0,4,1,0,0,70,38,1
33,2,454717,15,10,5,7,1,4,1,0,0,40,38,0
45,2,323798,9,13,2,3,0,4,1,7298,0,53,38,1
55,2,314592,11,9,2,2,0,4,1,0,0,40,38,1
53,2,135840,9,13,2,9,0,4,1,0,0,55,38,1
38,2,107302,15,10,2,11,0,4,1,0,0,60,38,1
25,4,113948,8,11,2,7,5,4,0,0,0,45,38,0
62,2,138157,11,9,2,3,0,4,1,0,0,12,38,0
52,2,169549,15,10,0,3,4,4,0,0,0,40,38,0
17,4,174120,2,8,4,5,3,4,1,0,0,15,38,0
41,2,116493,11,9,0,2,1,4,1,13550,0,44,38,1
53,1,188644,4,3,2,7,0,4,1,0,0,40,25,0
40,2,137142,11,9,2,11,0,4,1,0,0,40,38,1
33,2,265204,11,9,0,6,4,2,0,0,0,40,38,0
30,2,296462,11,9,4,3,1,2,1,0,0,40,38,0
38,2,22245,8,11,2,2,0,4,1,0,0,40,38,0
17,2,34019,1,7,4,7,3,4,1,0,0,20,38,0
31,2,170983,9,13,2,3,0,4,1,0,0,60,38,1
26,4,31143,11,9,2,3,0,4,1,0,0,45,38,0
55,2,314592,11,9,2,2,0,4,1,0,0,40,38,1
59,2,296253,11,9,0,3,1,4,0,0,0,40,38,0
41,2,198196,12,14,2,3,0,4,1,0,0,45,38,1
27,2,103524,11,9,4,5,4,4,1,0,0,35,38,0
49,1,288548,12,14,5,9,4,4,0,0,0,50,38,0
34,2,38223,8,11,2,2,0,4,1,0,0,40,38,0
39,2,127772,11,9,2,11,0,4,1,3103,0,44,38,1
23,3,214542,15,10,4,9,1,4,1,0,0,50,38,0
21,2,145964,15,10,2,2,0,4,1,7298,0,60,38,1
56,2,345730,9,13,2,9,0,4,1,0,0,45,38,1
62,4,158712,11,9,4,7,4,4,0,0,0,6,38,0
39,2,48915,11,9,2,6,0,4,1,0,0,40,38,1
24,2,293324,11,9,2,6,0,4,1,0,0,40,38,0
57,2,199847,9,13,2,3,0,4,1,15024,0,60,38,1
47,2,165229,2,8,2,0,0,4,1,0,0,40,38,0
60,5,265201,10,16,2,9,0,4,1,0,0,50,38,1
64,2,182979,11,9,2,6,0,4,1,0,0,40,38,0
39,2,65027,15,10,2,13,0,4,1,0,0,43,38,0
39,2,204527,10,16,2,9,0,4,1,0,0,50,38,1
28,2,87239,11,9,0,13,1,4,1,0,0,50,38,0
28,2,132326,11,9,4,0,3,4,1,0,0,40,38,0
24,2,161092,15,10,2,0,0,4,1,7298,0,40,38,1
54,1,224934,12,14,2,9,0,4,1,0,0,50,38,1
57,3,33725,9,13,2,2,0,4,1,0,0,50,38,1
56,1,104996,11,9,2,13,0,4,1,0,0,40,38,0
22,2,247734,11,9,4,11,3,4,1,0,0,40,38,0
58,4,222311,11,9,2,7,0,4,1,7688,0,55,38,1
48,2,175925,11,9,2,6,0,4,1,0,0,48,38,0
33,2,183017,11,9,2,10,0,4,1,0,0,32,38,0
34,2,206609,15,10,4,11,4,4,1,0,0,35,38,0
50,2,145333,10,16,0,9,2,4,1,10520,0,50,38,1
43,2,145711,15,10,2,11,0,4,1,0,0,72,38,1
70,2,210673,0,6,6,0,2,4,1,0,0,20,38,0
47,5,120429,10,16,2,9,0,4,1,15024,0,50,38,1
49,2,148549,9,13,2,9,0,4,1,0,0,55,38,1
34,2,24361,14,15,4,9,1,4,0,10520,0,40,38,1
33,1,83413,15,10,2,10,0,4,1,0,0,50,38,1
39,1,193815,15,10,2,10,0,4,1,0,0,40,38,1
42,2,23157,9,13,2,9,0,4,1,0,0,50,38,1
36,5,47570,12,14,4,9,1,4,0,0,0,40,38,0
28,1,191177,12,14,2,9,5,4,0,0,0,20,38,1
30,2,213002,15,10,2,12,0,2,1,0,0,14,38,0
38,2,98776,15,10,2,0,0,4,1,0,0,40,38,1
40,2,45687,15,10,0,7,1,2,1,4787,0,50,38,1
42,2,211450,12,14,4,3,1,4,1,0,0,45,38,1
56,2,32446,15,10,2,2,0,4,1,0,0,40,38,1
47,3,332355,12,14,2,3,0,4,1,15024,0,50,38,1
63,0,31115,15,10,2,3,0,4,1,15024,0,40,38,1
39,2,35890,9,13,2,11,0,4,1,0,0,50,38,1
39,2,393480,11,9,5,5,1,2,1,0,0,40,38,0
36,2,104772,11,9,0,2,4,4,1,0,0,48,38,0
60,2,154589,11,9,2,2,0,4,1,3103,0,35,38,1
54,2,165278,15,10,2,3,0,4,1,0,0,40,38,1
25,2,208591,9,13,4,9,3,4,1,0,0,40,38,0
53,2,311350,9,13,2,3,0,4,1,0,0,50,38,1
49,2,198759,7,12,2,11,0,4,1,15024,0,60,38,1
26,2,122999,12,14,4,9,1,4,1,8614,0,40,38,1
60,2,194980,11,9,5,0,4,2,0,0,0,20,38,0
36,2,231052,11,9,5,7,4,2,0,0,0,35,38,0
47,2,370119,14,15,2,9,0,4,1,0,0,50,38,1
19,2,91928,15,10,4,7,2,4,0,0,0,35,38,0
58,0,244830,9,13,5,9,1,4,1,4787,0,40,38,1
30,2,103435,11,9,0,6,4,4,1,0,0,40,38,0
36,2,306646,9,13,2,3,0,4,1,0,0,55,38,1
37,2,223433,11,9,2,11,0,4,1,0,0,40,38,1
41,2,180572,9,13,0,9,1,4,0,0,0,50,38,1
50,2,191062,11,9,2,5,0,4,1,0,0,40,38,0
20,2,282579,15,10,4,7,1,4,1,0,0,40,38,0
31,2,265509,8,11,5,12,4,2,0,0,0,32,38,0
44,2,130126,14,15,0,9,1,4,1,0,0,45,38,1
30,2,122042,12,14,2,3,0,4,1,0,0,45,38,1
40,2,110862,9,13,2,11,0,4,1,0,0,50,38,1
43,3,150533,7,12,2,3,0,4,1,0,0,50,38,0
38,2,33887,11,9,4,6,2,4,1,0,0,40,38,0
41,2,142717,15,10,0,12,4,2,0,0,0,36,38,0
44,2,106900,12,14,2,11,0,4,1,0,0,50,38,1
34,2,187215,9,13,2,9,5,4,0,15024,0,36,38,1
41,3,94113,14,15,2,9,0,4,1,0,0,60,38,1
48,2,268022,7,12,2,3,0,4,1,7298,0,55,38,1
34,2,221167,7,12,2,0,5,4,0,0,0,40,38,1
47,0,26145,7,12,2,3,0,4,1,0,0,40,38,0
21,2,123868,15,10,2,11,0,4,1,0,0,40,38,0
31,2,323055,11,9,2,13,0,4,1,0,0,50,38,1
22,2,102258,15,10,0,10,1,4,1,0,0,40,38,0
31,2,113364,11,9,2,2,0,4,1,0,0,40,38,1
17,2,147497,4,3,4,11,3,4,0,0,0,20,38,0
50,4,225772,10,16,0,9,1,4,0,0,0,60,38,1
48,2,204629,12,14,2,3,0,4,1,0,0,50,38,1
27,2,124614,11,9,4,11,1,4,0,0,0,40,38,0
46,2,173938,12,14,2,9,0,4,1,15024,0,50,38,1
42,2,201723,11,9,0,0,4,4,1,0,0,40,38,0
58,2,144092,12,14,2,9,0,4,1,0,0,35,38,1
39,2,174924,11,9,5,3,1,4,1,14344,0,40,38,1
32,2,100135,15,10,4,7,3,4,0,0,0,15,38,0
48,2,156926,9,13,0,0,1,4,1,0,0,40,38,0
49,2,43206,14,15,4,9,1,4,0,0,0,55,38,1
24,2,237928,9,13,4,9,1,4,1,0,0,39,38,0
36,2,182863,11,9,2,11,0,4,1,0,0,60,38,1
29,2,168479,12,14,2,9,0,4,1,0,0,40,38,1
24,2,186213,15,10,2,12,0,4,1,0,0,50,38,1
51,2,162944,11,9,2,2,0,4,1,0,0,40,38,0
33,2,222205,11,9,2,2,5,4,0,0,0,40,38,1
34,2,82623,11,9,2,7,0,4,1,0,0,20,38,0
56,2,345730,9,13,2,9,0,4,1,0,0,45,38,1
49,2,67365,11,9,2,2,0,4,1,0,0,40,38,1
35,2,192251,11,9,0,0,3,4,0,0,0,40,38,0
39,2,110713,9,13,2,11,0,4,1,0,0,50,38,1
50,0,221532,7,12,2,2,0,4,1,0,0,40,38,1
52,1,199995,12,14,2,3,0,4,1,7298,0,60,38,1
44,2,167005,11,9,2,0,0,4,1,0,0,48,38,1
53,2,132304,15,10,0,0,2,4,0,0,0,40,38,0
50,3,240374,12,14,2,11,0,4,1,0,0,40,38,1
37,4,301568,11,9,2,9,5,4,0,0,0,35,38,1
39,2,202027,9,13,2,3,0,4,1,15024,0,45,38,1
30,2,84119,11,9,2,3,0,4,1,0,0,65,38,1
42,2,188465,11,9,0,7,1,4,0,0,0,25,38,0
30,2,160784,15,10,4,11,1,4,1,0,0,45,38,0
49,5,122177,15,10,2,6,0,4,1,0,0,40,38,1
24,2,186213,15,10,2,12,0,4,1,0,0,50,38,1
57,0,30030,11,9,2,2,0,2,1,0,0,40,38,1
61,2,289950,9,13,2,9,0,4,1,0,0,44,38,1
48,2,155664,9,13,2,0,0,4,1,0,0,35,38,1
36,2,220585,7,12,2,3,0,4,1,0,0,50,38,1
37,2,209214,4,3,4,6,4,4,0,0,0,40,25,0
43,1,175935,15,10,2,4,0,4,1,0,0,40,38,0
46,1,122177,9,13,2,9,0,4,1,0,0,60,38,0
38,3,269318,15,10,2,3,0,4,1,7298,0,40,38,1
27,2,170301,12,14,4,9,1,4,0,0,0,45,38,0
44,2,194924,11,9,2,11,0,4,1,0,0,35,38,1
37,5,117651,9,13,4,9,2,4,1,0,0,40,38,0
49,2,80026,5,4,2,2,0,4,1,0,0,50,38,0
46,2,174224,8,11,0,10,1,2,1,0,0,40,38,0
26,2,168251,11,9,4,7,3,2,1,0,0,40,38,0
64,2,98586,10,16,2,9,0,4,1,0,0,60,38,1
19,2,112780,15,10,4,11,3,4,0,0,0,20,38,0
34,2,169527,15,10,2,11,5,4,0,4386,0,20,38,0
29,2,358124,11,9,4,7,2,2,0,0,0,52,38,0
44,3,357679,9,13,2,4,0,4,1,15024,0,65,38,1
26,2,159732,15,10,2,3,0,4,1,0,0,60,38,0
46,1,149949,9,13,2,9,0,4,1,0,0,45,38,1
21,2,247115,11,9,4,0,3,2,0,0,0,60,38,0
38,2,255941,12,14,4,3,1,4,0,10520,0,50,38,1
45,2,179135,11,9,0,0,1,4,0,0,0,40,38,0
41,2,128354,9,13,2,12,5,4,0,0,0,25,38,1
34,3,343789,9,13,2,3,0,4,1,7688,0,55,38,1
48,2,48553,15,10,4,3,1,4,1,0,0,72,38,0
49,2,110243,9,13,2,3,0,4,1,0,0,45,38,1
44,2,172479,9,13,2,9,0,4,1,7688,0,40,38,1
23,2,250743,15,10,0,0,1,2,1,0,0,40,38,0
23,2,245147,15,10,4,5,3,2,1,0,0,40,38,0
46,2,375606,10,16,4,9,1,4,1,0,0,40,38,1
39,4,107302,9,13,2,2,2,4,1,0,0,35,38,1
35,2,220098,11,9,2,7,5,4,0,0,0,40,38,1
57,2,223214,11,9,2,11,0,4,1,0,0,50,38,0
19,2,311015,11,9,4,7,1,4,1,0,0,40,38,0
28,2,403671,11,9,4,7,2,4,1,0,0,40,25,0
35,2,207819,9,13,2,3,0,4,1,15024,0,50,38,1
26,2,233777,11,9,2,6,0,4,1,0,0,40,38,1
39,2,35890,9,13,2,11,0,4,1,0,0,50,38,1
53,1,207449,0,6,2,7,0,4,1,0,0,40,38,0
46,2,268281,9,13,4,9,1,4,0,0,0,40,38,0
46,0,140664,15,10,2,3,0,4,1,0,0,48,38,1
38,4,198867,1,7,2,2,0,4,1,0,0,40,38,0
50,2,126592,11,9,5,2,1,2,1,0,0,40,38,0
25,2,259336,11,9,4,7,3,4,1,0,0,40,28,0
52,2,404453,11,9,4,0,4,2,0,0,0,40,38,0
44,2,184527,9,13,0,3,4,4,0,4934,0,45,38,1
44,2,260761,11,9,2,2,0,4,1,0,0,40,38,1
60,4,376973,11,9,2,2,0,4,1,0,0,42,38,1
35,2,149347,15,10,2,2,0,4,1,0,0,45,38,0
51,2,113045,12,14,6,3,4,4,1,15020,0,40,38,1
46,2,173938,12,14,2,9,0,4,1,15024,0,50,38,1
29,0,128553,8,11,4,0,4,2,0,0,0,40,38,0
46,5,222374,11,9,2,7,0,4,1,0,0,43,38,1
56,4,140558,11,9,2,11,0,4,1,0,0,40,38,0
57,2,279636,8,11,4,2,1,4,1,0,0,40,38,1
22,2,187538,0,6,5,7,4,4,0,0,0,40,38,0
47,2,177087,15,10,5,0,4,4,0,0,0,50,38,1
59,1,221417,11,9,2,10,0,4,1,0,0,40,38,1
50,2,155574,11,9,2,9,0,4,1,0,0,40,38,1
43,2,166740,15,10,0,0,1,4,1,0,0,48,38,0
53,2,135840,9,13,2,9,0,4,1,0,0,55,38,1
35,5,80771,12,14,4,9,1,4,0,0,0,40,38,0
54,2,353787,15,10,2,0,0,4,1,0,0,40,38,1
29,2,251526,15,10,2,12,5,4,0,0,0,20,38,0
23,5,315449,15,10,4,0,3,2,1,0,0,20,38,0
38,4,280169,9,13,2,11,0,4,1,7298,0,50,38,1
41,3,60949,11,9,0,2,1,4,1,0,0,55,38,0
17,2,271122,2,8,4,7,3,4,0,0,0,16,38,0
21,2,259510,11,9,4,5,3,4,1,0,0,36,38,0
43,2,130126,9,13,2,3,0,4,1,15024,0,50,38,1
55,2,156089,15,10,6,0,4,4,0,0,0,40,38,0
32,2,206609,9,13,2,3,0,4,1,0,0,60,38,1
32,2,76773,15,10,0,6,4,4,0,0,0,40,38,0
45,2,173658,15,10,5,11,4,4,0,0,0,35,38,0
40,2,99679,12,14,2,11,0,4,1,3103,0,43,38,1
24,2,376755,15,10,4,7,4,4,0,0,0,20,38,0
33,5,167474,0,6,2,5,0,4,1,0,0,40,38,0
46,5,238648,11,9,2,7,0,2,1,7298,0,40,38,1
18,1,155905,12,14,4,9,3,4,0,0,0,60,38,0
34,2,286675,11,9,2,13,0,4,1,0,0,40,38,0
31,2,106637,15,10,0,0,4,4,0,0,0,20,38,0
35,2,65706,11,9,0,7,4,4,0,0,0,40,38,0
21,2,185251,11,9,4,11,3,4,1,0,0,40,38,0
63,0,31115,15,10,2,3,0,4,1,15024,0,40,38,1
54,2,189607,9,13,4,7,3,2,0,0,0,36,38,0
25,2,231357,11,9,4,0,1,4,0,0,0,40,38,0
46,2,139946,11,9,0,3,4,4,0,0,0,38,38,1
39,1,143385,11,9,2,2,0,4,1,0,0,40,38,0
50,4,170562,7,12,2,10,0,4,1,0,0,20,38,0
35,1,308945,11,9,2,2,0,4,1,0,0,40,38,1
53,2,159650,5,4,2,2,0,4,1,0,0,40,38,0
23,5,170091,15,10,4,9,3,4,0,0,0,6,38,0
26,2,181920,9,13,2,9,5,4,0,0,0,45,38,1
45,3,151584,14,15,2,9,0,4,1,0,0,35,38,1
23,2,115085,11,9,4,13,1,4,1,0,0,45,38,0
43,2,102180,12,14,2,3,0,4,1,0,0,50,38,1
64,0,267546,7,12,5,9,1,4,0,0,0,40,38,1
27,2,68848,9,13,4,0,4,4,0,0,0,35,38,0
46,0,125892,12,14,2,3,2,4,1,15024,0,40,38,1
45,2,148995,9,13,2,2,0,4,1,15024,0,40,38,1
59,2,108496,12,14,2,3,0,4,1,0,0,45,38,1
45,2,168232,11,9,2,2,0,4,1,0,0,56,38,1
31,5,227864,11,9,2,2,0,2,1,0,0,40,38,0
61,2,266646,4,3,2,13,0,2,1,2290,0,40,38,0
42,2,243380,12,14,0,11,1,4,1,0,0,50,38,0
33,4,123424,9,13,2,3,0,4,1,0,0,40,38,1
21,2,338162,11,9,2,6,5,2,0,0,0,37,38,0
24,2,124242,11,9,4,0,3,4,0,0,0,40,38,0
28,2,195573,11,9,2,13,0,4,1,0,0,50,38,0
41,2,313830,11,9,4,9,1,4,0,0,0,40,38,0
37,2,426350,9,13,2,11,0,4,1,15024,0,40,38,1
22,2,237720,11,9,4,2,3,4,1,0,0,40,38,0
36,0,116580,8,11,2,9,5,4,0,0,0,45,38,1
47,2,247869,15,10,5,13,4,4,1,0,0,50,38,1
54,2,115284,9,13,0,3,4,4,1,0,0,45,38,1
51,5,48358,11,9,2,2,0,4,1,3103,0,52,38,1
25,2,335005,15,10,2,10,0,4,1,3137,0,40,38,0
33,2,107142,2,8,4,2,4,4,1,0,0,40,38,0
35,1,258725,7,12,2,12,0,4,1,0,0,40,38,0
27,2,267325,11,9,2,11,5,4,0,3464,0,40,38,0
50,2,30827,9,13,2,11,0,4,1,0,0,45,38,1
35,2,132879,8,11,2,0,0,4,1,15024,0,40,21,1
62,2,65868,11,9,6,11,1,4,0,0,0,43,38,0
61,0,294466,15,10,0,0,1,2,0,0,0,40,38,0
57,2,220262,7,12,0,12,1,4,0,0,0,40,38,0
44,2,172479,9,13,2,9,0,4,1,7688,0,40,38,1
27,2,51025,11,9,4,7,1,4,0,0,0,40,38,0
29,2,197222,9,13,4,3,1,4,0,0,0,40,38,0
34,2,424988,6,5,2,2,0,4,1,0,0,40,25,0
54,2,115912,15,10,2,2,0,4,1,0,0,40,38,0
49,2,31807,15,10,4,3,4,4,0,0,0,40,38,0
38,2,249720,8,11,0,9,4,2,0,0,0,40,38,0
72,4,298945,9,13,6,4,1,4,1,0,0,40,38,1
23,2,154641,11,9,4,5,3,4,1,0,0,40,38,0
20,2,262749,15,10,4,7,3,4,1,0,0,35,38,0
17,2,400225,1,7,4,11,3,4,0,0,0,20,38,0
45,2,212120,9,13,2,9,0,4,1,15024,0,40,38,1
29,2,249463,11,9,2,2,0,4,1,0,0,50,38,0
27,2,240172,15,10,4,11,1,4,1,0,0,40,38,0
20,2,148294,15,10,4,7,3,4,1,0,0,40,38,0
27,2,295799,15,10,2,2,0,4,1,0,0,40,38,0
50,2,57852,10,16,2,9,0,4,1,0,0,55,38,1
27,2,371103,9,13,4,0,1,2,0,0,0,40,38,0
39,1,193815,15,10,2,10,0,4,1,0,0,40,38,1
44,2,367819,9,13,2,3,0,4,1,0,0,40,38,1
29,2,273051,9,13,2,3,0,4,1,0,0,52,40,1
49,4,155862,11,9,2,4,0,4,1,0,0,50,38,1
21,2,312017,15,10,4,2,1,4,1,0,0,40,38,0
52,5,21764,15,10,2,3,0,4,1,0,0,60,38,1
42,2,116632,10,16,2,9,0,4,1,0,0,45,38,1
53,2,355802,15,10,6,11,4,4,0,0,0,30,38,0
24,2,241523,11,9,2,7,0,4,1,0,0,45,38,1
24,2,190457,15,10,4,0,3,4,0,0,0,40,38,0
29,2,356133,15,10,4,9,2,4,0,0,0,40,38,0
38,2,226894,9,13,4,3,1,2,1,13550,0,40,38,1
72,2,116640,15,10,2,9,0,4,1,3471,0,20,38,0
53,2,22154,15,10,2,2,0,4,1,0,0,40,38,0
48,2,182541,9,13,2,9,0,4,1,15024,0,45,38,1
48,2,83407,12,14,2,9,0,4,1,0,0,50,38,1
37,2,201531,7,12,2,6,0,4,1,0,0,40,38,1
32,2,317378,9,13,4,3,3,4,0,10520,0,40,38,1
40,2,130760,8,11,2,3,0,4,1,0,0,50,38,1
56,4,99479,15,10,2,11,0,4,1,5013,0,46,38,0
46,2,139268,12,14,2,3,0,4,1,0,0,45,38,1
63,2,151210,5,4,0,11,1,4,0,0,0,40,38,0
48,2,102112,7,12,2,9,0,4,1,0,0,50,38,1
37,1,188612,12,14,2,3,0,4,1,0,0,50,38,1
36,2,107125,11,9,2,12,0,4,1,0,0,50,38,0
37,4,175120,15,10,2,2,0,4,1,0,0,40,38,1
60,2,320376,5,4,2,6,5,4,0,0,0,40,38,0
51,2,353317,12,14,2,3,0,4,1,0,0,70,38,1
20,2,71475,15,10,4,0,3,4,0,0,0,40,38,0
22,2,183083,15,10,4,6,1,4,0,0,0,35,38,0
71,2,157909,15,10,4,7,1,4,0,2964,0,60,38,0
53,2,68684,11,9,2,13,0,4,1,0,0,40,38,0
35,1,179151,9,13,4,9,1,4,0,0,0,20,38,0
35,2,101073,15,10,2,13,0,4,1,0,0,45,38,1
52,2,161599,11,9,2,0,2,4,0,0,0,40,38,0
57,2,49893,12,14,2,9,0,4,1,0,0,60,38,1
29,0,114072,15,10,2,10,0,4,1,0,0,46,38,1
17,2,242605,0,6,4,5,3,4,1,0,0,15,38,0
25,2,111675,15,10,2,11,0,4,1,0,0,43,38,0
30,0,295010,9,13,4,10,1,4,0,0,0,60,38,1
29,2,214987,15,10,0,5,1,4,1,2174,0,40,38,0
44,2,195881,15,10,0,3,2,4,0,0,0,45,38,0
25,2,86872,9,13,2,3,0,4,1,0,0,55,38,1
22,2,134746,0,6,2,11,5,4,0,0,0,40,38,0
29,2,157950,15,10,2,0,5,4,0,0,0,40,38,1
27,0,96219,11,9,4,12,3,4,0,0,0,40,38,0
47,2,182655,8,11,2,12,0,4,1,0,0,52,38,1
20,2,216972,11,9,4,11,1,4,1,0,0,30,38,0
46,2,28225,15,10,2,13,0,4,1,0,0,58,38,0
63,2,294009,9,13,2,9,0,4,1,15024,0,45,38,1
41,2,306496,8,11,2,12,0,4,1,0,0,40,38,1
35,2,204621,7,12,0,7,3,4,0,0,0,40,38,0
45,2,246392,11,9,4,8,4,2,0,0,0,30,38,0
43,2,91209,9,13,2,3,0,4,1,0,0,40,38,1
50,5,103063,9,13,2,3,0,4,1,0,0,40,38,1
24,5,147147,9,13,4,0,1,2,0,0,0,20,38,0
17,2,147411,4,3,4,7,1,4,1,0,0,30,38,0
50,2,123429,11,9,2,13,0,4,1,0,0,40,38,1
35,2,57640,5,4,2,11,0,4,1,0,0,40,38,0
41,0,355918,11,9,2,12,0,4,1,0,0,40,38,1
33,4,202729,9,13,2,2,0,4,1,0,0,40,38,1
50,2,185283,15,10,2,2,0,4,1,0,0,40,38,0
63,2,137843,15,10,2,11,0,4,1,7298,0,48,38,1
39,1,193815,15,10,2,10,0,4,1,0,0,40,38,1
51,2,410114,12,14,2,2,0,4,1,0,0,40,38,1
32,2,108256,2,8,2,13,0,4,1,0,0,60,38,1
31,2,305619,15,10,2,0,0,4,1,0,0,40,38,1
43,2,102180,12,14,2,3,0,4,1,0,0,50,38,1
51,2,193720,11,9,2,2,0,4,1,0,0,42,38,0
27,2,278736,4,3,2,2,0,4,1,0,0,40,25,0
39,2,198841,12,14,2,9,0,4,1,7688,0,45,38,1
38,2,133963,9,13,0,9,1,4,0,0,0,50,38,1
41,1,224799,12,14,2,9,0,4,1,0,0,55,38,1
48,3,193188,9,13,2,3,0,4,1,0,0,40,38,1
29,4,337944,1,7,5,13,1,4,1,0,0,60,38,0
49,2,235683,15,10,2,11,5,4,0,0,0,40,38,1
17,2,121037,2,8,4,11,3,4,0,0,0,15,38,0
19,2,204389,11,9,4,0,3,3,0,0,0,25,32,0
37,2,32709,9,13,2,12,5,4,0,0,0,40,38,1
43,4,174090,11,9,2,0,5,4,0,0,0,20,38,1
47,2,355320,9,13,2,9,0,4,1,15024,0,40,38,1
50,1,125417,14,15,4,3,1,2,0,0,0,52,38,1
35,2,107302,9,13,2,11,0,4,1,0,0,40,38,1
43,2,347653,15,10,2,9,0,4,1,0,0,48,38,1
24,2,211345,15,10,4,7,3,4,0,0,0,40,25,0
22,2,64292,15,10,4,0,3,4,0,0,0,37,38,0
33,2,341187,9,13,2,3,0,4,1,0,0,50,38,1
53,2,185283,11,9,2,2,0,4,1,0,0,45,38,1
54,1,108739,1,7,6,10,4,2,0,0,0,40,38,0
70,1,88638,12,14,4,9,4,4,0,7896,0,50,38,1
29,2,177651,15,10,4,3,1,4,1,0,0,45,38,0
51,0,237819,9,13,2,9,0,4,1,0,0,50,38,1
31,2,176244,11,9,2,0,5,4,0,0,0,35,38,0
34,2,187215,9,13,2,9,5,4,0,15024,0,36,38,1
50,5,137815,9,13,2,2,0,4,1,0,0,40,38,1
45,2,353083,15,10,5,7,4,4,0,0,0,40,38,0
27,2,198188,11,9,2,0,0,4,1,2580,0,45,38,0
31,2,379798,15,10,2,11,0,4,1,0,0,40,38,1
30,2,123291,15,10,5,6,1,4,1,0,0,40,38,0
40,1,101795,11,9,4,10,1,4,1,0,0,42,38,0
60,5,114060,15,10,2,10,0,4,1,0,0,40,38,0
38,5,343642,11,9,2,9,5,4,0,0,0,40,38,1
41,2,316820,14,15,0,9,1,4,1,0,0,45,38,1
20,2,358355,6,5,4,6,4,4,0,0,0,40,38,0
56,2,83922,15,10,2,2,0,4,1,0,0,40,38,1
44,5,342510,10,16,2,9,5,4,0,7688,0,40,38,1
38,2,222573,11,9,5,6,4,4,0,0,0,40,38,0
23,2,245302,15,10,0,11,3,2,0,0,0,40,38,0
64,4,136405,11,9,6,4,1,4,1,0,0,32,38,0
51,1,43705,12,14,2,9,0,4,1,0,0,54,38,1
23,2,181796,11,9,2,11,0,4,1,0,0,50,38,0
37,2,123361,9,13,2,9,0,2,1,0,0,50,38,1
72,2,138790,11,9,2,0,0,4,1,0,0,30,38,0
43,4,247752,12,14,2,11,0,4,1,0,0,60,38,0
23,2,177087,1,7,4,0,4,2,1,0,0,35,38,0
38,3,85566,15,10,4,11,1,4,1,0,0,65,38,0
34,1,429897,9,13,2,9,0,4,1,0,0,45,25,1
33,4,114639,1,7,4,4,4,4,1,0,0,40,38,0
19,2,38619,1,7,4,6,1,4,1,0,0,10,38,0
38,0,172571,15,10,0,0,1,4,1,0,0,40,38,1
37,2,152909,8,11,2,0,0,4,1,7688,0,40,38,1
40,3,191429,14,15,2,9,0,4,1,15024,0,40,38,1
36,2,167284,8,11,0,2,1,4,1,0,0,40,38,0
28,2,109001,11,9,4,5,1,4,1,0,0,40,38,0
23,1,250165,9,13,4,9,3,4,0,594,0,40,38,0
47,2,21906,12,14,4,9,1,4,0,0,0,25,38,0
43,2,173316,15,10,2,2,0,4,1,0,0,40,38,0
57,2,103540,4,3,2,13,0,2,1,0,0,50,38,0
28,2,109621,7,12,2,13,0,4,1,0,0,40,38,0
48,1,121124,9,13,2,9,0,4,1,0,0,55,38,1
48,2,117849,15,10,2,9,0,4,1,0,0,40,38,1
37,2,170174,11,9,2,3,0,4,1,0,0,46,38,1
50,2,118565,1,7,2,6,0,2,1,0,0,40,38,0
57,2,171242,15,10,2,9,0,4,1,0,0,40,38,1
30,2,170065,15,10,2,2,0,4,1,0,0,40,38,0
49,3,306289,11,9,2,3,0,4,1,0,0,40,38,1
37,2,305379,9,13,2,3,0,4,1,0,0,50,38,1
21,2,182117,9,13,4,7,2,4,1,0,0,20,38,0
18,3,38307,1,7,4,4,3,4,1,0,0,30,38,0
22,2,363219,15,10,4,7,1,4,0,0,0,20,38,0
29,2,176727,15,10,4,2,1,4,1,0,0,38,38,0
28,2,297742,15,10,4,6,3,4,0,0,0,40,38,0
49,2,176907,11,9,2,6,0,4,1,0,0,40,38,1
50,2,197322,1,7,2,3,0,4,1,0,0,50,38,1
23,2,214227,8,11,0,0,1,4,0,0,0,30,38,0
36,2,225516,7,12,4,11,1,2,1,10520,0,43,38,1
58,4,54566,15,10,2,4,0,4,1,0,0,35,38,0
27,2,194652,11,9,4,2,3,2,1,0,0,40,38,0
49,2,239865,11,9,2,12,0,4,1,0,0,50,38,1
26,2,216225,7,12,2,11,5,4,0,0,0,50,38,1
38,2,216572,11,9,5,8,4,2,0,0,0,40,38,0
38,2,207202,11,9,2,6,0,4,1,0,0,48,38,1
